Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
3,No,39,1,11240,150,14,49,3,Month,Active,30,511.6,No
4,No,39,1,6493,71,111,39,2,Month,Active,25,794.88,No
19,No,35,0,730,43,19,19,2,Month,Not_Active,25,120.285,Yes
17,No,38,8,10210,89,4,44,4,Contract,Active,45,267.475,No
9,No,38,1,5593,94,29,26,2,Month,Active,25,386.415,Yes
0,No,36,0,2615,18,3,16,3,Month,Active,30,117.32,No
5,Yes,37,0,2765,37,12,18,2,Month,Not_Active,25,180.09,Yes
5,No,38,0,2043,40,37,33,3,Month,Not_Active,30,231.32,Yes
0,No,38,0,0,0,3,0,3,Month,Not_Active,30,12,Yes
0,No,38,0,1443,21,3,8,3,Month,Active,30,70.56,No
0,No,35,1,6560,93,17,24,4,Month,Active,45,208.825,No
0,Yes,38,0,403,3,12,6,4,Month,Not_Active,45,40.15,Yes
0,No,38,1,0,0,7,0,5,Month,Active,55,10.5,No
21,No,33,3,15850,234,3,82,2,Month,Active,25,737.28,No
2,No,36,3,6740,112,274,35,2,Contract,Active,25,1541.34,No
0,No,38,0,3493,78,5,30,2,Month,Active,25,183.195,No
0,No,37,0,1440,40,41,22,3,Month,Not_Active,30,223.2,No
2,No,38,0,2555,49,178,25,2,Month,Active,25,918.18,No
0,No,29,1,1090,32,196,13,2,Contract,Active,25,932.49,No
0,No,28,0,1343,35,33,70,4,Month,Active,45,116.95,No
7,No,29,0,475,21,13,9,2,Month,Not_Active,25,80.82,No
0,No,28,0,600,6,24,5,4,Month,Not_Active,45,75.15,No
6,No,27,0,1000,28,22,15,2,Month,Active,25,145.26,No
0,No,27,0,3000,57,11,25,3,Month,Active,30,166.28,No
0,No,20,0,1470,22,31,16,2,Month,Active,25,206.64,No
12,No,19,1,6168,137,88,44,1,Contract,Active,15,830.775,No
8,No,17,0,8708,167,76,42,4,Month,Active,45,411.875,No
4,No,18,3,2628,41,34,21,3,Month,Active,30,242.76,No
0,No,11,1,4165,36,218,12,3,Month,Active,30,1040.04,No
0,Yes,11,1,1263,15,3,9,3,Month,Active,30,63.12,Yes
2,No,32,0,3985,63,0,11,2,Month,Active,25,182.16,No
0,No,33,0,0,0,0,0,2,Month,Not_Active,25,0,No
4,No,31,0,2068,52,342,18,2,Month,Active,25,1634.4,No
4,No,32,0,3813,58,0,29,1,Month,Active,15,212.905,No
0,No,32,0,2008,50,0,27,1,Month,Active,15,113.19,No
5,No,32,0,3390,74,15,22,2,Month,Active,25,223.38,No
0,No,32,0,1975,31,268,12,3,Month,Active,30,1152.24,No
7,No,31,0,8730,113,127,37,3,Month,Active,30,861.72,No
1,No,32,0,13388,161,0,38,3,Month,Active,30,541.96,No
1,No,32,0,4130,75,0,19,3,Month,Active,30,168.2,No
0,No,32,0,5533,87,0,6,2,Month,Active,25,252.9,No
3,No,32,0,1853,46,0,11,3,Month,Not_Active,30,75.96,No
19,No,32,1,14755,217,37,26,3,Month,Active,30,746.88,No
0,No,32,0,2710,19,466,2,3,Month,Active,30,1973.16,No
3,No,31,0,15100,174,133,24,2,Month,Active,25,1285.83,No
0,No,31,0,6115,78,169,20,3,Month,Active,30,923.72,No
0,No,31,0,490,6,0,5,2,Month,Not_Active,25,22.32,No
0,No,32,0,325,6,0,2,2,Month,Not_Active,25,14.895,No
0,No,31,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,31,0,7123,119,367,37,2,Month,Active,25,1977.39,No
1,No,31,0,11080,146,0,41,3,Month,Active,30,449.04,No
2,No,31,0,6333,67,91,31,2,Month,Active,25,697.5,No
17,No,27,0,570,39,0,11,2,Month,Not_Active,25,27.405,Yes
15,No,30,6,10050,85,0,36,4,Month,Active,45,253.375,No
7,No,30,0,5433,90,9,18,2,Month,Active,25,289.035,Yes
0,No,28,0,2455,14,0,8,3,Month,Active,30,98.76,No
3,Yes,29,0,2605,33,0,10,2,Month,Not_Active,25,118.71,Yes
3,No,30,0,1883,36,17,25,3,Month,Not_Active,30,144.76,Yes
0,No,30,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,30,0,1283,17,0,5,3,Month,Active,30,52,No
0,No,27,0,6400,89,0,16,4,Month,Active,45,162.225,No
0,Yes,30,0,0,0,0,0,4,Month,Not_Active,45,0,Yes
0,No,30,0,0,0,0,0,4,Month,Active,45,0,No
19,No,25,1,15690,230,0,74,2,Month,Active,25,716.4,No
0,No,28,1,6580,108,254,27,2,Contract,Active,25,1443.96,No
0,No,30,0,3333,74,0,22,2,Month,Active,25,153.315,No
0,No,29,0,1280,36,21,14,3,Month,Not_Active,30,136.64,No
0,No,30,0,2395,45,158,17,2,Month,Active,25,820.8,No
0,No,21,0,930,28,176,5,2,Contract,Active,25,835.11,No
0,No,20,0,1183,31,13,62,4,Month,Active,45,62.85,No
5,No,21,0,315,17,0,1,2,Month,Not_Active,25,14.94,No
0,No,20,0,0,0,4,0,4,Month,Not_Active,45,10,No
4,No,19,0,840,24,2,7,2,Month,Active,25,47.88,No
0,No,19,0,2840,53,0,17,3,Month,Active,30,115.72,No
0,No,12,0,1310,18,11,8,2,Month,Active,25,109.26,No
10,No,11,0,6008,133,68,36,1,Contract,Active,15,711.755,No
6,No,9,0,8548,163,56,34,4,Month,Active,45,357.775,No
2,No,10,1,2468,37,14,13,3,Month,Active,30,156.2,No
0,No,3,0,4005,32,198,4,3,Month,Active,30,953.48,No
0,No,3,0,1103,11,0,1,2,Month,Active,25,50.13,Yes
8,No,42,0,4325,75,13,21,3,Month,Active,30,228,No
0,No,43,0,273,9,15,8,2,Month,Not_Active,25,80.19,No
10,No,41,0,2408,64,367,28,3,Month,Active,30,1566.88,No
10,No,42,0,4153,70,9,39,1,Month,Active,15,281.765,No
3,No,42,0,2348,62,10,37,1,Month,Active,15,187.55,No
11,No,42,1,3730,86,40,32,3,Month,Active,30,312.64,No
4,No,42,0,2315,43,293,22,3,Month,Active,30,1266.32,No
13,No,41,2,9070,125,152,47,3,Month,Active,30,975.8,No
7,No,42,0,13728,173,8,48,3,Month,Active,30,588.04,No
7,No,42,1,4470,87,10,29,3,Month,Active,30,222.28,No
6,No,42,0,5873,99,15,16,3,Month,Active,30,298.88,No
9,Yes,42,0,2193,58,16,21,3,Month,Not_Active,30,154.04,No
25,No,42,3,15095,229,62,36,3,Month,Active,30,860.96,No
4,No,42,1,3050,31,491,12,3,Month,Active,30,2087.24,No
9,No,41,0,15440,186,158,34,2,Month,Active,25,1414.17,No
3,No,41,1,6455,90,194,30,3,Month,Active,30,1037.8,No
0,No,41,0,830,18,8,15,2,Month,Not_Active,25,74.16,No
2,No,42,0,665,18,21,12,3,Month,Not_Active,30,111.32,No
0,No,41,0,0,0,8,0,2,Month,Not_Active,25,36,Yes
3,No,41,0,7463,131,392,47,2,Month,Active,25,2105.73,No
7,No,41,1,11420,158,19,51,4,Month,Active,45,336.95,No
8,No,41,1,6673,79,116,41,2,Month,Active,25,825.84,No
23,Yes,37,0,910,51,24,21,2,Month,Not_Active,25,151.245,Yes
21,Yes,40,8,10390,97,9,46,5,Contract,Active,55,170.805,No
13,No,40,1,5773,102,34,28,2,Month,Active,25,417.375,No
1,No,38,0,2795,26,8,18,3,Month,Active,30,144.84,No
9,Yes,39,0,2945,45,17,20,3,Month,Not_Active,30,187.6,Yes
9,No,40,0,2223,48,42,35,3,Month,Not_Active,30,258.84,Yes
0,No,40,0,88,6,8,6,3,Month,Not_Active,30,35.76,Yes
1,No,40,0,1623,29,8,10,3,Month,Active,30,98.08,No
3,No,37,1,6740,101,22,26,5,Month,Active,55,135.615,No
0,Yes,40,0,583,11,17,8,4,Month,Not_Active,45,57.35,Yes
0,No,40,1,293,8,12,6,5,Month,Active,55,22.515,No
25,No,35,3,16030,242,8,84,2,Month,Active,25,768.24,No
6,No,38,3,6920,120,279,37,2,Contract,Active,25,1572.3,No
2,No,40,0,3673,86,10,32,2,Month,Active,25,214.155,No
3,No,39,0,1620,48,46,24,3,Month,Not_Active,30,250.72,No
6,No,40,0,2735,57,183,27,2,Month,Active,25,949.14,No
4,No,31,1,1270,40,201,15,2,Contract,Active,25,963.45,No
4,No,30,0,1523,43,38,72,4,Month,Active,45,134.15,No
11,No,31,0,655,29,18,11,2,Month,Not_Active,25,111.78,No
0,No,30,0,780,14,29,7,4,Month,Not_Active,45,92.35,No
10,No,29,0,1180,36,27,17,2,Month,Active,25,176.22,No
2,No,29,0,3180,65,16,27,3,Month,Active,30,193.8,No
2,No,22,0,1650,30,36,18,2,Month,Active,25,237.6,No
16,No,21,1,6348,145,93,46,2,Contract,Active,25,710.685,No
12,No,19,0,8888,175,81,44,4,Month,Active,45,429.075,No
8,No,20,3,2808,49,39,23,3,Month,Active,30,270.28,No
2,No,13,1,4345,44,223,14,3,Month,Active,30,1067.56,No
3,No,13,1,1443,23,8,11,3,Month,Active,30,90.64,Yes
0,No,30,0,3805,55,0,9,2,Month,Active,25,173.7,No
0,No,31,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,29,0,1888,44,337,16,2,Month,Active,25,1603.44,No
0,No,30,0,3633,50,0,27,1,Month,Active,15,202.565,No
0,No,30,0,1828,42,0,25,1,Month,Active,15,102.85,No
1,No,30,0,3210,66,10,20,2,Month,Active,25,192.42,No
0,No,30,0,1795,23,263,10,3,Month,Active,30,1124.72,No
3,No,29,0,8550,105,122,35,3,Month,Active,30,834.2,No
0,No,30,0,13208,153,0,36,3,Month,Active,30,534.44,No
0,No,30,0,3950,67,0,17,3,Month,Active,30,160.68,No
0,No,30,0,5353,79,0,4,2,Month,Active,25,244.44,No
0,No,30,0,1673,38,0,9,3,Month,Not_Active,30,68.44,No
15,No,30,1,14575,209,32,24,2,Month,Active,25,809.28,No
0,No,30,0,2530,11,461,7,3,Month,Active,30,1945.64,No
0,No,29,0,14920,166,128,22,2,Month,Active,25,1254.87,No
0,No,29,0,5935,70,164,18,3,Month,Active,30,896.2,No
0,No,29,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,30,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,29,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,29,0,6943,111,362,35,2,Month,Active,25,1946.43,No
0,No,29,0,10900,138,0,39,3,Month,Active,30,441.52,No
0,No,29,0,6153,59,86,29,2,Month,Active,25,666.54,No
13,Yes,25,0,390,31,0,9,2,Month,Not_Active,25,18.945,Yes
11,No,28,6,9870,77,0,34,4,Contract,Active,45,248.675,No
3,No,28,0,5253,82,4,16,2,Month,Active,25,258.075,Yes
0,No,26,0,2275,6,0,6,3,Month,Active,30,91.24,No
0,Yes,27,0,2425,25,0,8,2,Month,Not_Active,25,110.25,Yes
0,Yes,28,0,1703,28,12,23,3,Month,Not_Active,30,117.24,Yes
0,No,28,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,28,0,0,0,0,0,3,Month,Active,30,0,No
0,No,25,0,6220,81,0,14,4,Month,Active,45,157.525,No
0,No,28,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,Yes,28,0,0,0,0,0,4,Month,Active,45,0,Yes
15,No,23,1,15510,222,0,72,2,Month,Active,25,707.94,No
0,No,26,1,6400,100,249,25,2,Contract,Active,25,1413,No
0,No,28,0,3153,66,0,20,2,Month,Active,25,144.855,No
0,No,27,0,1100,28,16,12,3,Month,Not_Active,30,109.12,No
0,No,28,0,2215,37,153,15,2,Month,Active,25,789.84,No
0,No,19,0,750,20,171,3,2,Contract,Active,25,804.15,No
0,No,18,0,1003,23,8,60,4,Month,Active,45,45.65,No
0,No,19,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,18,0,0,0,0,0,4,Month,Not_Active,45,0,No
0,No,17,0,660,16,0,5,2,Month,Active,25,30.42,No
0,No,17,0,2660,45,0,15,3,Month,Active,30,108.2,No
0,No,10,0,1130,10,6,6,2,Month,Active,25,78.3,No
6,No,9,0,5828,125,63,34,1,Contract,Active,15,673.915,No
2,No,7,0,8368,155,51,32,4,Month,Active,45,340.575,No
0,No,8,1,2288,29,9,11,3,Month,Active,30,128.68,No
0,No,3,0,3825,24,193,2,2,Month,Active,25,1041.705,No
0,No,3,0,0,0,0,0,2,Month,Active,25,0,Yes
5,No,39,0,4245,73,9,20,2,Month,Active,25,234.81,No
0,No,40,0,193,7,11,7,2,Month,Not_Active,25,58.5,No
7,No,38,0,2328,62,363,27,2,Month,Active,25,1741.05,No
7,No,39,0,4073,68,5,38,1,Month,Active,15,255.255,No
0,No,39,0,2268,60,6,36,1,Month,Active,15,161.04,No
8,No,39,0,3650,84,36,31,2,Month,Active,25,330.03,No
1,No,39,0,2235,41,289,21,3,Month,Active,30,1247.04,No
10,No,38,1,8990,123,148,46,3,Month,Active,30,956.52,No
4,No,39,0,13648,171,4,47,3,Month,Active,30,568.76,No
4,No,39,0,4390,85,6,28,3,Month,Active,30,203,No
3,No,39,0,5793,97,11,15,2,Month,Active,25,314.55,No
6,No,39,0,2113,56,12,20,3,Month,Not_Active,30,134.76,No
22,No,39,2,15015,227,58,35,3,Month,Active,30,841.68,No
1,No,39,0,2970,29,487,11,3,Month,Active,30,2067.96,No
6,No,38,0,15360,184,154,33,2,Month,Active,25,1392.48,No
0,No,38,0,6375,88,190,29,3,Month,Active,30,1018.52,No
0,No,38,0,750,16,4,14,2,Month,Not_Active,25,52.47,No
0,No,39,0,585,16,17,11,2,Month,Not_Active,25,103.545,No
0,No,38,0,0,0,4,0,2,Month,Not_Active,25,18,Yes
0,No,38,0,7383,129,388,46,2,Month,Active,25,2084.04,No
4,No,38,0,11340,156,15,50,3,Month,Active,30,519.84,No
5,No,38,0,6593,77,112,40,2,Month,Active,25,804.15,No
20,Yes,34,0,830,49,20,20,2,Month,Not_Active,25,129.555,Yes
18,No,37,7,10310,95,5,45,4,Contract,Active,45,272.625,No
10,No,37,0,5693,100,30,27,2,Month,Active,25,395.685,Yes
0,No,35,0,2715,24,4,17,3,Month,Active,30,125.56,No
6,Yes,36,0,2865,43,13,19,2,Month,Not_Active,25,189.36,Yes
6,Yes,37,0,2143,46,38,34,3,Month,Not_Active,30,239.56,Yes
0,No,37,0,8,4,4,5,3,Month,Not_Active,30,16.48,Yes
0,No,37,0,1543,27,4,9,3,Month,Active,30,78.8,No
0,No,34,0,6660,99,18,25,4,Month,Active,45,213.975,No
0,Yes,37,0,503,9,13,7,4,Month,Not_Active,45,45.3,Yes
0,No,37,0,213,6,8,5,5,Month,Active,55,15.285,No
22,No,32,2,15950,240,4,83,2,Month,Active,25,746.55,No
3,No,35,2,6840,118,275,36,2,Contract,Active,25,1550.61,No
0,No,37,0,3593,84,6,31,2,Month,Active,25,192.465,No
0,No,36,0,1540,46,42,23,3,Month,Not_Active,30,231.44,No
3,No,37,0,2655,55,179,26,2,Month,Active,25,927.45,No
1,No,28,0,1190,38,197,14,2,Contract,Active,25,941.76,No
1,No,27,0,1443,41,34,71,4,Month,Active,45,122.1,No
8,No,28,0,575,27,14,10,2,Month,Not_Active,25,90.09,No
0,No,27,0,700,12,25,6,4,Month,Not_Active,45,80.3,No
7,No,26,0,1100,34,23,16,2,Month,Active,25,154.53,No
0,No,26,0,3100,63,12,26,3,Month,Active,30,174.52,No
0,No,19,0,1570,28,32,17,2,Month,Active,25,215.91,No
13,No,18,0,6268,143,89,45,1,Contract,Active,15,842.105,No
9,No,16,0,8808,173,77,43,4,Month,Active,45,417.025,No
5,No,17,2,2728,47,35,22,3,Month,Active,30,251,No
0,No,10,0,4265,42,219,13,3,Month,Active,30,1048.28,No
0,Yes,10,0,1363,21,4,10,2,Month,Active,25,80.28,Yes
1,No,33,0,3885,57,0,10,2,Month,Active,25,177.39,No
0,No,34,0,0,0,0,0,2,Month,Not_Active,25,0,No
3,No,32,0,1968,46,341,17,2,Month,Active,25,1625.13,No
3,No,33,0,3713,52,0,28,1,Month,Active,15,207.075,No
0,No,33,0,1908,44,0,26,1,Month,Active,15,107.36,No
4,No,33,0,3290,68,14,21,2,Month,Active,25,214.11,No
0,No,33,0,1875,25,267,11,3,Month,Active,30,1144,No
6,No,32,1,8630,107,126,36,3,Month,Active,30,853.48,No
0,No,33,0,13288,155,0,37,3,Month,Active,30,537.72,No
0,No,33,0,4030,69,0,18,3,Month,Active,30,163.96,No
0,No,33,0,5433,81,0,5,2,Month,Active,25,248.13,No
2,No,33,0,1753,40,0,10,3,Month,Not_Active,30,71.72,No
18,No,33,2,14655,211,36,25,3,Month,Active,30,738.64,No
0,No,33,0,2610,13,465,1,3,Month,Active,30,1964.92,No
2,No,32,0,15000,168,132,23,2,Month,Active,25,1276.56,No
0,No,32,0,6015,72,168,19,3,Month,Active,30,915.48,No
0,No,32,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,33,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,32,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,32,0,7023,113,366,36,2,Month,Active,25,1968.12,No
0,No,32,0,10980,140,0,40,3,Month,Active,30,444.8,No
1,No,32,0,6233,61,90,30,2,Month,Active,25,688.23,No
16,No,28,0,470,33,0,10,2,Month,Not_Active,25,22.635,Yes
14,No,31,7,9950,79,0,35,4,Month,Active,45,250.725,No
6,Yes,31,0,5333,84,8,17,2,Month,Active,25,279.765,Yes
0,No,29,0,2355,8,0,7,3,Month,Active,30,94.52,No
2,Yes,30,0,2505,27,0,9,2,Month,Not_Active,25,113.94,Yes
2,No,31,0,1783,30,16,24,3,Month,Not_Active,30,136.52,Yes
0,No,31,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,31,0,0,0,0,0,3,Month,Active,30,0,No
0,No,28,0,6300,83,0,15,4,Month,Active,45,159.575,No
0,No,31,0,0,0,0,0,4,Month,Not_Active,45,0,Yes
0,No,31,0,0,0,0,0,5,Month,Active,55,0,No
18,No,26,2,15590,224,0,73,2,Month,Active,25,711.63,No
0,No,29,2,6480,102,253,26,2,Contract,Active,25,1434.69,No
0,No,31,0,3233,68,0,21,2,Month,Active,25,148.545,No
0,No,30,0,1180,30,20,13,3,Month,Not_Active,30,128.4,No
0,No,31,0,2295,39,157,16,2,Month,Active,25,811.53,No
0,No,22,0,830,22,175,4,2,Contract,Active,25,825.84,No
0,No,21,0,1083,25,12,61,4,Month,Active,45,57.7,No
4,No,22,0,215,11,0,3,2,Month,Not_Active,25,10.17,No
0,No,21,0,0,0,3,0,4,Month,Not_Active,45,7.5,No
3,No,20,0,740,18,1,6,2,Month,Active,25,38.61,No
0,No,20,0,2740,47,0,16,3,Month,Active,30,111.48,No
0,No,13,0,1210,12,10,7,2,Month,Active,25,99.99,No
9,No,12,0,5908,127,67,35,1,Contract,Active,15,700.425,No
5,No,10,0,8448,157,55,33,4,Month,Active,45,352.625,No
1,No,11,2,2368,31,13,12,3,Month,Active,30,147.96,No
0,No,4,0,3905,26,197,3,3,Month,Active,30,945.24,No
0,No,4,0,1003,5,0,4,2,Month,Active,25,45.36,Yes
7,No,36,1,4665,75,19,30,2,Month,Active,25,298.8,No
0,No,37,0,613,9,21,17,2,Month,Not_Active,25,122.49,No
9,No,35,1,2748,64,373,37,2,Month,Active,25,1805.04,No
9,No,36,1,4493,70,15,48,1,Month,Active,15,333.465,No
2,No,36,1,2688,62,16,46,1,Month,Active,15,239.25,No
10,No,36,2,4070,86,46,41,3,Month,Active,30,350.24,No
3,No,36,1,2655,43,299,31,3,Month,Active,30,1303.92,No
12,No,35,3,9410,125,158,56,3,Month,Active,30,1013.4,No
6,No,36,1,14068,173,14,57,3,Month,Active,30,625.64,No
6,No,36,2,4810,87,16,38,3,Month,Active,30,259.88,No
5,No,36,1,6213,99,21,25,2,Month,Active,25,378.54,No
8,No,36,0,2533,58,22,30,3,Month,Not_Active,30,191.64,No
24,No,36,4,15435,229,68,45,3,Contract,Active,30,898.56,No
3,No,36,2,3390,31,497,21,3,Month,Active,30,2124.84,No
8,No,35,1,15780,186,164,43,2,Month,Active,25,1456.47,No
2,No,35,2,6795,90,200,39,3,Month,Active,30,1075.4,No
0,No,35,0,1170,18,14,24,2,Month,Not_Active,25,116.46,No
1,No,36,0,1005,18,27,21,2,Month,Not_Active,25,167.535,No
0,Yes,35,0,295,4,14,13,2,Month,Not_Active,25,76.455,Yes
2,No,35,1,7803,131,398,56,2,Month,Active,25,2148.03,No
6,No,35,2,11760,158,25,60,3,Month,Active,30,576.72,No
7,No,35,2,7013,79,122,50,2,Month,Active,25,868.14,No
22,No,31,0,1250,51,30,30,2,Month,Not_Active,25,193.545,Yes
20,No,34,9,10730,97,15,55,4,Month,Active,45,308.175,No
12,No,34,2,6113,102,40,37,2,Month,Active,25,459.675,No
0,No,32,1,3135,26,14,27,3,Month,Active,30,182.44,No
8,No,33,0,3285,45,23,29,2,Month,Not_Active,25,253.35,Yes
8,Yes,34,0,2563,48,48,44,3,Month,Not_Active,30,296.44,Yes
0,No,34,0,428,6,14,15,3,Month,Not_Active,30,73.36,Yes
0,No,34,1,1963,29,14,19,3,Month,Active,30,135.68,No
2,No,31,2,7080,101,28,35,4,Month,Active,45,249.525,No
0,No,34,0,923,11,23,17,4,Month,Not_Active,45,80.85,Yes
0,No,34,2,633,8,18,15,5,Month,Active,55,36.615,No
24,No,29,4,16370,242,14,93,2,Month,Active,25,810.54,No
5,No,32,4,7260,120,285,46,2,Contract,Active,25,1614.6,No
1,No,34,1,4013,86,16,41,2,Month,Active,25,256.455,No
2,Yes,33,0,1960,48,52,33,3,Month,Not_Active,30,288.32,Yes
5,No,34,1,3075,57,189,36,2,Month,Active,25,991.44,No
3,No,25,2,1610,40,207,24,2,Contract,Active,25,1005.75,No
3,No,24,1,1863,43,44,81,4,Month,Active,45,157.65,No
10,No,25,0,995,29,24,20,2,Month,Not_Active,25,154.08,No
0,No,24,0,1120,14,35,16,4,Month,Not_Active,45,115.85,No
9,No,23,1,1520,36,33,26,2,Month,Active,25,218.52,No
1,No,23,1,3520,65,22,36,3,Month,Active,30,231.4,No
1,No,16,1,1990,30,42,27,2,Month,Active,25,279.9,No
15,No,15,2,6688,145,99,55,1,Contract,Active,15,920.315,No
11,No,13,1,9228,175,87,53,4,Month,Active,45,452.575,No
7,No,14,4,3148,49,45,32,3,Month,Active,30,307.88,No
1,No,7,2,4685,44,229,23,3,Month,Active,30,1105.16,No
2,Yes,7,2,1783,23,14,20,3,Month,Active,30,128.24,Yes
0,No,36,0,3465,55,0,10,2,Month,Active,25,158.4,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
1,No,35,0,1548,44,331,7,2,Month,Active,25,1561.14,No
1,No,36,0,3293,50,0,18,1,Month,Active,15,183.865,No
0,No,36,0,1488,42,0,16,1,Month,Active,15,84.15,No
2,No,36,0,2870,66,4,11,2,Month,Active,25,150.12,No
0,No,36,0,1455,23,257,1,3,Month,Active,30,1087.12,No
4,No,35,0,8210,105,116,26,3,Month,Active,30,796.6,No
0,No,36,0,12868,153,0,27,3,Month,Active,30,520.84,No
0,No,36,0,3610,67,0,8,3,Month,Active,30,147.08,No
0,No,36,0,5013,79,0,13,2,Month,Active,25,229.14,No
0,No,36,0,1333,38,0,4,3,Month,Not_Active,30,54.84,No
16,No,36,0,14235,209,26,15,3,Month,Active,30,681.76,No
0,No,36,0,2190,11,455,5,3,Month,Active,30,1908.04,No
0,No,35,0,14580,166,122,13,2,Month,Active,25,1212.57,No
0,No,35,0,5595,70,158,9,3,Month,Active,30,858.6,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,36,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,35,0,6603,111,356,26,2,Month,Active,25,1904.13,No
0,No,35,0,10560,138,0,30,3,Month,Active,30,427.92,No
0,No,35,0,5813,59,80,20,2,Month,Active,25,624.24,No
7,No,31,0,50,2,0,1,2,Month,Not_Active,25,2.34,Yes
12,No,34,5,9530,77,0,25,4,Month,Active,45,240.175,No
4,No,34,0,4913,82,0,7,2,Month,Active,25,224.775,Yes
0,No,32,0,1935,6,0,2,3,Month,Active,30,77.64,No
0,No,33,0,2085,25,0,9,2,Month,Not_Active,25,94.95,Yes
0,Yes,34,0,1363,28,6,14,3,Month,Not_Active,30,79.64,Yes
0,No,34,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,34,0,0,0,0,0,3,Month,Active,30,0,No
0,No,31,0,5880,81,0,5,4,Month,Active,45,149.025,No
0,Yes,34,0,0,0,0,0,4,Month,Not_Active,45,0,Yes
0,No,34,0,0,0,0,0,4,Month,Active,45,0,No
16,No,29,0,15170,222,0,63,2,Month,Active,25,692.64,No
0,No,32,0,6060,100,243,16,2,Contract,Active,25,1370.7,No
0,No,34,0,2813,66,0,11,2,Month,Active,25,129.555,No
0,No,33,0,760,28,10,3,3,Month,Not_Active,30,71.52,No
0,No,34,0,1875,37,147,6,2,Month,Active,25,747.54,No
0,No,25,0,1903,20,165,8,2,Contract,Active,25,829.035,No
0,No,24,0,663,23,2,51,4,Month,Active,45,22.15,No
0,No,25,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,24,0,0,0,0,0,4,Month,Not_Active,45,0,No
0,No,23,0,0,0,0,0,2,Month,Active,25,0,No
0,No,23,0,2320,45,0,6,3,Month,Active,30,94.6,No
0,No,16,0,0,0,0,0,2,Month,Active,25,0,No
7,No,15,0,5488,125,57,25,1,Contract,Active,15,622.215,No
3,No,13,0,8028,155,45,23,4,Month,Active,45,317.075,No
0,No,14,0,1948,29,3,2,3,Month,Active,30,91.08,No
0,No,7,0,3485,24,187,21,3,Month,Active,30,888.36,No
0,No,7,0,0,0,0,0,2,Month,Active,25,0,Yes
3,No,37,0,4180,71,30,19,3,Month,Active,30,290.04,No
0,No,38,0,128,5,32,6,3,Month,Not_Active,30,133.32,No
5,No,36,0,2263,60,384,26,3,Month,Active,30,1628.92,No
5,No,37,0,4008,66,26,37,1,Month,Active,15,367.07,No
0,No,37,0,2203,58,27,35,2,Month,Active,25,223.245,No
6,No,37,1,3585,82,57,30,3,Month,Active,30,374.68,No
0,No,37,0,2170,39,310,20,3,Month,Active,30,1328.36,No
8,No,36,2,8925,121,169,45,3,Month,Active,30,1037.84,No
2,No,37,0,13583,169,25,46,3,Month,Active,30,650.08,No
2,No,37,1,4325,83,27,27,3,Month,Active,30,284.32,No
1,No,37,0,5728,95,32,14,3,Month,Active,30,360.92,No
4,No,37,0,2048,54,33,19,3,Month,Not_Active,30,216.08,No
20,No,37,3,14950,225,79,34,3,Month,Active,30,923,No
0,No,37,1,2905,27,508,10,3,Month,Active,30,2149.28,No
4,No,36,0,15295,182,175,32,2,Month,Active,25,1483.965,No
0,No,36,1,6310,86,211,28,3,Month,Active,30,1099.84,No
0,No,36,0,685,14,25,13,2,Month,Not_Active,25,143.955,No
0,No,37,0,520,14,38,10,3,Month,Not_Active,30,173.36,No
0,No,36,0,0,0,25,0,2,Month,Not_Active,25,112.5,Yes
0,No,36,0,7318,127,409,45,3,Month,Active,30,1933.8,No
2,No,36,1,11275,154,36,49,4,Month,Active,45,375.725,No
3,No,36,1,6528,75,133,39,2,Month,Active,25,895.635,No
18,No,32,0,765,47,41,19,3,Month,Not_Active,30,196.48,Yes
16,No,35,8,10245,93,26,44,5,Contract,Active,55,194.07,No
8,Yes,35,1,5628,98,51,26,2,Month,Active,25,487.17,Yes
0,No,33,0,2650,22,25,16,3,Month,Active,30,206.88,No
4,Yes,34,0,2800,41,34,18,3,Month,Not_Active,30,249.64,Yes
4,No,35,0,2078,44,59,33,3,Month,Not_Active,30,320.88,Yes
